Район,Конкурс,Год,Количество участников,Средний балл,Необходимые знания
Район11,Экология_РЭ,2024,12,7.87,Работа с экологическими моделями и прогнозами.
Район11,Экология_ЗЭ,2024,107,26.53,Современные достижения в экологии.
Район11,Экономика_ШЭ,2023,2,10.77,"Основы экономики, знание ключевых понятий и терминов."
Район11,Экономика_МЭ,2023,171,33.67,Изучение экономических систем и их особенностей.
Район11,Экономика_РЭ,2023,82,26.39,Анализ экономических данных и показателей.
Район11,Экономика_ЗЭ,2023,176,34.47,"История экономики, влияние на общество."
Район11,Экономика_ШЭ,2024,17,15.3,Углубленное изучение макро- и микроэкономики.
Район11,Экономика_МЭ,2024,191,40.03,Анализ современных экономических проблем и их решений.
Район11,Экономика_РЭ,2024,12,13.81,Работа с экономическими моделями и прогнозами.
Район11,Экономика_ЗЭ,2024,163,32.71,Современные достижения в экономике.
Район11,Олимпиада им. Дж.К. Максвелла по физике_ЗЭ,2023,161,38.27,Общие знания
Район11,Олимпиада им. Дж.К. Максвелла по физике_РЭ,2024,87,23.0,Общие знания
